Категория;Предназначение;Наименование;;Номенклатурный номер;Диаметр;Длинна;Вид покрытия;Класс прочности;Резьба;мкм;Шаг резьбы;Фасовка;Еденица измерения;Цена;Вес за еденицу;;
;;;3;4371011478;7;200;Без покрытия;;;;;;;2,73;62,553;;
;;;3;4371013549;7;200;Горячий цинк;;;70;;;;3,74;62,553;;
;;;3;4371011479;7;210;Без покрытия;;;;;;;2,73;65,581;;
;;;3;4371012556;7;210;Горячий цинк;;;70;;;;3,90;65,581;;
;;;3;4371011480;7;220;Без покрытия;;;;;;;2,73;68,61;;
;;;3;4371012705;7;225;Без покрытия;;;;;;;2,73;70,124;;
;;;3;4371011481;7;230;Без покрытия;;;;;;;2,73;71,639;;
;;;3;4371013403;7;235;Без покрытия;;;;;;;2,73;73,15;;
;;;3;4371011482;7;240;Без покрытия;;;;;;;2,73;74,667;;
;;;3;4371011483;7;250;Без покрытия;;;;;;;2,73;77,696;;
;;;3;4371011484;7;260;Без покрытия;;;;;;;2,73;80,725;;
;;;3;4371011485;7;290;Без покрытия;;;;;;;2,73;89,811;;
;;;3;4371012726;7,1;200;Без покрытия;;;;;;;2,73;64,316;;
;;;3;4371013088;7,1;210;Без покрытия;;;;;;;2,73;67,432;;
;;;3;4371011486;7,1;220;Без покрытия;;;;;;;2,73;70,548;;
;;;3;4371012820;7,1;230;Без покрытия;;;;;;;2,73;73,664;;
;;;3;4371011487;7,1;240;Без покрытия;;;;;;;2,73;76,78;;
;;;3;4371013259;7,2;220;Без покрытия;;;;;;;2,73;72,51;;
;;;3;4371011488;7,5;230;Без покрытия;;;;;;;2,73;82,336;;
;;;3;4371011489;7,5;245;Без покрытия;;;;;;;2,73;87,551;;
;;;3;4371011490;7,5;250;Без покрытия;;;;;;;2,73;89,29;;
;;;3;4371011491;7,5;260;Без покрытия;;;;;;;2,73;92,767;;
;;;3;4371011492;7,5;280;Без покрытия;;;;;;;2,73;99,72;;
;;;3;4371011493;7,5;300;Без покрытия;;;;;;;2,73;106,674;;
;;;3;4371012713;7,6;230;Без покрытия;;;;;;;2,73;84,505;;
;;;3;4371012529;7,6;230;Горячий цинк;;;70;;;;3,83;84,505;;
;;;3;4371011495;7,6;240;Без покрытия;;;;;;;2,73;88,075;;
;;;3;4371011496;7,6;250;Без покрытия;;;;;;;2,73;91,645;;
;;;3;4371013263;7,6;250;Цинк (белый);;;6;;;;3,15;91,645;;
;;;3;4371011497;7,6;260;Без покрытия;;;;;;;2,73;95,215;;
;;;3;4371013269;7,6;260;Цинк (белый);;;6;;;;3,15;95,215;;
;;;3;4371012531;7,6;260;Горячий цинк;;;70;;;;3,83;95,215;;
;;;3;4371011498;7,6;280;Без покрытия;;;;;;;2,73;102,356;;
;;;3;4371011499;7,6;290;Без покрытия;;;;;;;2,73;105,926;;
;;;3;4371012530;7,6;290;Горячий цинк;;;70;;;;3,85;105,926;;
;;;3;4371012546;7,6;300;Без покрытия;;;;;;;2,73;109,496;;
;;;3;4371012583;8;150;Без покрытия;;;;;;;2,73;62,487;;
;;;3;4371011501;8;230;Без покрытия;;;;;;;2,73;94,133;;
;;;3;4371011502;8;250;Без покрытия;;;;;;;2,73;102,045;;
;;;3;4371011503;8;260;Без покрытия;;;;;;;2,73;106,001;;
;;;3;4371013249;8;260;Цинк (белый);;;6;;;;3,15;106;;
;;;3;4371012706;8;275;Без покрытия;;;;;;;2,73;111,935;;
;;;3;4371011504;8;280;Без покрытия;;;;;;;2,73;113,913;;
;;;3;4371013354;8;280;Цинк (белый);;;6;;;;3,15;113,913;;
;;;3;4371011505;8;300;Без покрытия;;;;;;;2,73;121,825;;
;;;3;4371011507;8,5;275;Без покрытия;;;;;;;2,73;127,262;;
;;;3;4371011508;8,5;300;Без покрытия;;;;;;;2,73;138,426;;
;;;3;4371013299;8,5;300;Горячий цинк;;;70;;;;3,79;138,426;;
;;;3;4371011510;8,8;260;Без покрытия;;;;;;;2,73;128,642;;
;;;3;4371011511;8,8;280;Без покрытия;;;;;;;2,73;138,216;;
;;;3;4371011512;8,8;290;Без покрытия;;;;;;;2,73;143,002;;
;;;3;4371012532;8,8;290;Горячий цинк;;;70;;;;3,77;143,002;;
;;;3;4371013326;8,8;290;Цинк (белый);;;6;;;;3,15;143,002;;
;;;3;4371011513;8,8;300;Без покрытия;;;;;;;2,73;147,789;;
;;;3;4371013277;8,8;300;Цинк (белый);;;6;;;;3,15;147,79;;
;;;3;4371011515;8,8;310;Без покрытия;;;;;;;2,73;152,575;;
;;;3;4371011516;9;300;Без покрытия;;;;;;;2,73;154,466;;
;;;3;4371011519;9,4;310;Без покрытия;;;;;;;2,73;174,18;;
;;;3;4371012570;9,4;310;Горячий цинк;;;70;;;;3,73;174,18;;
;;;;;;;;;;;;;;;;;
;Ершеные; Гвозди ершеные с конической низкой головкой (ч.7811-7120);4;4371020162;2,1;25;Без покрытия;;;;;;;3,27;0,71;;
;;;4;4371020163;2,1;25;Цинк (белый);;;6;;;;3,69;0,71;;
;;;4;4371020593;2,1;29;Без покрытия;;;;;;;3,27;0,817;;
;;;4;4371020594;2,1;29;Цинк (белый);;;6;;;;3,69;0,817;;
;;;4;4371020600;2,1;40;Цинк (белый);;;6;;;;3,69;1,117;;
;;;4;4371020070;2,2;30;Без покрытия;;;;;;;3,27;1,02;;
;;;4;4371020071;2,2;30;Цинк (белый);;;6;;;;3,69;1,02;;
;;;4;4371020073;2,2;35;Цинк (белый);;;6;;;;3,69;1,17;;
;;;4;4371020074;2,2;40;Без покрытия;;;;;;;3,27;1,32;;
;;;4;4371020075;2,2;40;Цинк (белый);;;6;;;;3,69;1,32;;
;;;4;4371020080;2,5;30;Без покрытия;;;;;;;3,16;1,33;;
;;;4;4371020081;2,5;30;Цинк (белый);;;6;;;;3,58;1,33;;
;;;4;4371020082;2,5;35;Без покрытия;;;;;;;3,16;1,53;;
;;;4;4371020083;2,5;35;Цинк (белый);;;6;;;;3,58;1,53;;
;;;4;4371020084;2,5;40;Без покрытия;;;;;;;3,16;1,72;;
;;;4;4371020085;2,5;40;Цинк (белый);;;6;;;;3,58;1,72;;
;;;4;4371020086;2,5;45;Без покрытия;;;;;;;3,16;1,91;;
;;;4;4371020088;2,5;50;Без покрытия;;;;;;;3,16;2,1;;
;;;4;4371020089;2,5;50;Цинк (белый);;;6;;;;3,58;2,1;;
;;;4;4371020090;2,5;55;Без покрытия;;;;;;;3,16;2,3;;
;;;4;4371020092;2,5;60;Без покрытия;;;;;;;3,16;2,49;;
;;;4;4371020093;2,5;60;Цинк (белый);;;6;;;;3,58;2,49;;
;;;4;4371020094;2,5;65;Без покрытия;;;;;;;3,16;2,68;;
;;;4;4371020096;2,5;70;Без покрытия;;;;;;;3,16;2,87;;
;;;4;4371020097;2,5;70;Цинк (белый);;;6;;;;3,58;2,87;;
;;;4;4371020728;2,8;32;Без покрытия;;;;;;;3,16;1,76;;
;;;4;4371020729;2,8;32;Цинк (белый);;;6;;;;3,58;1,76;;
;;;4;4371020100;2,8;40;Без покрытия;;;;;;;3,16;2,19;;
;;;4;4371020101;2,8;40;Цинк (белый);;;6;;;;3,58;2,19;;
;;;4;4371020102;2,8;45;Без покрытия;;;;;;;3,16;2,43;;
;;;4;4371020103;2,8;45;Цинк (белый);;;6;;;;3,58;2,43;;
;;;4;4371020104;2,8;50;Без покрытия;;;;;;;3,16;2,67;;
;;;4;4371020105;2,8;50;Цинк (белый);;;6;;;;3,58;2,67;;
;;;4;4371020638;2,8;50;Цинк (белый);;;6;;;;3,73;2,67;;
;;;4;4371020588;2,8;50;Горячий цинк;;;70;;;;4,66;2,54;;
;;;4;4371020106;2,8;55;Без покрытия;;;;;;;3,16;2,91;;
;;;4;4371020108;2,8;60;Без покрытия;;;;;;;3,16;3,16;;
;;;4;4371020109;2,8;60;Цинк (белый);;;6;;;;3,58;3,16;;
;;;4;4371020110;2,8;65;Без покрытия;;;;;;;3,16;3,4;;
;;;4;4371020112;2,8;70;Без покрытия;;;;;;;3,16;3,64;;
;;;4;4371020113;2,8;70;Цинк (белый);;;6;;;;3,58;3,64;;
;;;4;4371020114;2,8;75;Без покрытия;;;;;;;3,16;3,88;;
;;;4;4371020116;2,8;80;Без покрытия;;;;;;;3,16;4,12;;
;;;4;4371020117;2,8;80;Цинк (белый);;;6;;;;3,58;4,12;;
;;;4;4371020120;2,8;90;Без покрытия;;;;;;;3,16;4,61;;
;;;4;4371020121;2,8;90;Цинк (белый);;;6;;;;3,58;4,61;;
;;;4;4371020383;3,1;32;Без покрытия;;;;;;;3,13;2,2;;
;;;4;4371020384;3,1;32;Цинк (белый);;;6;;;;3,55;2,2;;
;;;4;4371020122;3,1;38;Без покрытия;;;;;;;3,13;2,52;;
;;;4;4371020123;3,1;38;Цинк (белый);;;6;;;;3,55;2,52;;
;;;4;4371020124;3,1;40;Без покрытия;;;;;;;3,13;2,64;;
;;;4;4371020125;3,1;40;Цинк (белый);;;6;;;;3,55;2,64;;
;;;4;4371020128;3,1;50;Без покрытия;;;;;;;3,13;3,23;;
;;;4;4371020129;3,1;50;Цинк (белый);;;6;;;;3,55;3,23;;
;;;4;4371020132;3,1;60;Без покрытия;;;;;;;3,13;3,83;;
;;;4;4371020133;3,1;60;Цинк (белый);;;6;;;;3,55;3,83;;
;;;4;4371020639;3,1;60;Цинк (белый);;;6;;;;3,70;3,83;;
;;;4;4371020134;3,1;65;Без покрытия;;;;;;;3,13;4,12;;
;;;4;4371020136;3,1;70;Без покрытия;;;;;;;3,13;4,42;;
;;;4;4371020137;3,1;70;Цинк (белый);;;6;;;;3,55;4,42;;
;;;4;4371020138;3,1;80;Без покрытия;;;;;;;3,13;5,01;;
;;;4;4371020139;3,1;80;Цинк (белый);;;6;;;;3,55;5,01;;
;;;4;4371020140;3,1;90;Без покрытия;;;;;;;3,13;5,6;;
;;;4;4371020141;3,1;90;Цинк (белый);;;6;;;;3,55;5,6;;
;;;4;4371020142;3,4;40;Без покрытия;;;;;;;3,13;3,22;;
;;;4;4371020143;3,4;40;Цинк (белый);;;6;;;;3,55;3,22;;
;;;4;4371020146;3,4;50;Без покрытия;;;;;;;3,13;3,93;;
;;;4;4371020147;3,4;50;Цинк (белый);;;6;;;;3,55;3,93;;
;;;4;4371020150;3,4;60;Без покрытия;;;;;;;3,13;4,64;;
;;;4;4371020151;3,4;60;Цинк (белый);;;6;;;;3,55;4,64;;
;;;4;4371020152;3,4;65;Без покрытия;;;;;;;3,13;5;;
;;;4;4371020154;3,4;70;Без покрытия;;;;;;;3,13;5,36;;
;;;4;4371020155;3,4;70;Цинк (белый);;;6;;;;3,55;5,36;;
;;;4;4371020156;3,4;80;Без покрытия;;;;;;;3,13;6,07;;
;;;4;4371020157;3,4;80;Цинк (белый);;;6;;;;3,55;6,07;;
;;;4;4371020158;3,4;90;Без покрытия;;;;;;;3,13;6,78;;
;;;4;4371020159;3,4;90;Цинк (белый);;;6;;;;3,55;6,78;;
;;;4;4371020165;3,4;100;Цинк (белый);;;6;;;;3,55;7,48;;
;;;;;;;;;;;;;;;;;
;;Гвозди ершеные (ч.7811-7444);6;4371020668;2,8;32;Без покрытия;;;;;;;3,16;1,61;;
;;;6;4371020701;3;40;Без покрытия;;;;;;;3,13;2,26;;
;;;6;4371020521;3,1;60;Без покрытия;;;;;;;3,13;3,63;;
;;;6;4371020648;3,1;65;Без покрытия;;;;;;;3,13;3,93;;
;;;6;4371020523;3,1;75;Без покрытия;;;;;;;3,13;4,52;;
;;;;;;;;;;;;;;;;;
;; Гвозди ершеные ч.7811-7093;7;4371020018;4;30;Цинк (белый);;;6;;;;3,53;3,71;;
;;;7;4371020014;4;35;Цинк (белый);;;6;;;;3,53;4,22;;
;;;7;4371020004;4;80;Цинк (белый);;;6;;;;3,53;8,77;;
;;;;;;;;;;;;;;;;;
;;Гвозди ершеные с плоской головкой для европоддонов (ч.7811-7038);8;4371020043;4,2;38;Цинк (белый);;;6;;;;3,53;3,4;;
;;;8;4371020042;4,2;40;Без покрытия;;;;;;;3,11;3,6;;
;;;8;4371020041;4,2;40;Цинк (белый);;;6;;;;3,53;3,6;;
;;;8;4371020039;4,2;45;Цинк (белый);;;6;;;;3,53;4;;
;;;8;4371020038;4,2;50;Без покрытия;;;;;;;3,11;4,4;;
;;;8;4371020037;4,2;50;Цинк (белый);;;6;;;;3,53;4,4;;
;;;8;4371020036;4,2;60;Без покрытия;;;;;;;3,11;5,2;;
;;;8;4371020035;4,2;60;Цинк (белый);;;6;;;;3,53;5,2;;
;;;8;4371020032;4,2;70;Без покрытия;;;;;;;3,11;5,9;;
;;;8;4371020028;4,2;70;Цинк (белый);;;6;;;;3,53;5,9;;
;;;8;4371020025;4,2;85;Без покрытия;;;;;;;3,11;7,2;;
;;;8;4371020023;4,2;90;Без покрытия;;;;;;;3,11;7,5;;
;;;8;4371020021;4,2;90;Цинк (белый);;;6;;;;3,53;7,5;;
;;;8;4371020613;4,2;100;Без покрытия;;;;;;;3,11;8,4;;
;;;8;4371020614;4,2;100;Цинк (белый);;;6;;;;3,53;8,4;;
;;;;;;;;;;;;;;;;;
;; Гвозди ершеные для европоддонов (ч.7811-7384);9;4371020622;2,8;40;Без покрытия;;;;;;;3,16;2,14;;
;;;9;4371020420;2,8;40;Цинк (белый);;;6;;;;3,58;2,14;;
;;;9;4371020417;3,4;70;Без покрытия;;;;;;;3,13;5,35;;
;;;9;4371020418;3,4;70;Цинк (белый);;;6;;;;3,55;5,35;;
;;;9;4371020421;3,4;90;Без покрытия;;;;;;;3,13;6,77;;
;;;9;4371020422;3,4;90;Цинк (белый);;;6;;;;3,55;6,77;;
;;;9;4371020423;3,6;70;Без покрытия;;;;;;;3,12;5,97;;
;;;9;4371020424;3,6;70;Цинк (белый);;;6;;;;3,54;5,97;;
;;;9;4371020425;3,6;90;Без покрытия;;;;;;;3,12;7,56;;
;;;;;;;;;;;;;;;;;
;;Гвозди ершеные анкерные (ч.7811-7459);10;4371020574;4;35;Цинк (белый);;;6;;;;3,53;3,61;;
;;;10;4371020571;4;40;Без покрытия;;;;;;;3,11;4,66;;
;;;10;4371020572;4;40;Цинк (белый);;;6;;;;3,53;4,66;;
;;;10;4371020575;4;50;Без покрытия;;;;;;;3,11;5,69;;
;;;10;4371020576;4;50;Цинк (белый);;;6;;;;3,53;5,69;;
;;;10;4371020577;4;60;Без покрытия;;;;;;;3,11;6,71;;
;;;10;4371020578;4;60;Цинк (белый);;;6;;;;3,53;6,71;;
;;;10;4371020580;4;70;Цинк (белый);;;6;;;;3,53;7,74;;
;;;10;4371020582;4;75;Цинк (белый);;;6;;;;3,53;7,62;;
;;;10;4371020981;4;80;Цинк (белый);;;6;;;;3,53;8,33;;
;;;10;4371020584;4;100;Цинк (белый);;;6;;;;3,53;10,13;;
;;;;;;;;;;;;;;;;;
; Винтовые;Гвозди винтовые (ч.7811-7070);11;4371030005;2,5;30;Без покрытия;;;;;;;3,16;1,32;;
;;;11;4371030006;2,5;30;Цинк (белый);;;6;;;;3,58;1,32;;
;;;11;4371030007;2,5;40;Без покрытия;;;;;;;3,16;1,71;;
;;;11;4371030008;2,5;40;Цинк (белый);;;6;;;;3,58;1,71;;
;;;11;4371030003;2,5;45;Без покрытия;;;;;;;3,16;1,9;;
;;;11;4371030004;2,5;45;Цинк (белый);;;6;;;;3,58;1,9;;
;;;11;4371030009;2,5;50;Без покрытия;;;;;;;3,16;2,09;;
;;;11;4371030010;2,5;50;Цинк (белый);;;6;;;;3,58;2,09;;
;;;11;4371030523;2,5;50;Горячий цинк;;;70;;;;5,41;2,09;;
;;;11;4371030011;2,5;55;Без покрытия;;;;;;;3,16;2,28;;
;;;11;4371030012;2,5;55;Цинк (белый);;;6;;;;3,58;2,28;;
;;;11;4371030013;2,5;60;Без покрытия;;;;;;;3,16;2,48;;
;;;11;4371030014;2,5;60;Цинк (белый);;;6;;;;3,58;2,48;;
;;;11;4371030015;2,8;30;Без покрытия;;;;;;;3,16;1,67;;
;;;11;4371030016;2,8;30;Цинк (белый);;;6;;;;3,58;1,67;;
;;;11;4371030017;2,8;40;Без покрытия;;;;;;;3,16;2,15;;
;;;11;4371030018;2,8;40;Цинк (белый);;;6;;;;3,58;2,15;;
;;;11;4371030019;2,8;45;Без покрытия;;;;;;;3,16;2,39;;
;;;11;4371030020;2,8;45;Цинк (белый);;;6;;;;3,58;2,39;;
;;;11;4371030021;2,8;50;Без покрытия;;;;;;;3,16;2,63;;
;;;11;4371030022;2,8;50;Цинк (белый);;;6;;;;3,58;2,63;;
;;;11;4371030023;2,8;55;Без покрытия;;;;;;;3,16;2,88;;
;;;11;4371030024;2,8;55;Цинк (белый);;;6;;;;3,58;2,88;;
;;;11;4371030025;2,8;60;Без покрытия;;;;;;;3,16;3,12;;
;;;11;4371030026;2,8;60;Цинк (белый);;;6;;;;3,58;3,12;;
;;;11;4371030419;2,8;60;Горячий цинк;;;70;;;;5,25;2,527;;
;;;11;4371030027;2,8;65;Без покрытия;;;;;;;3,16;3,36;;
;;;11;4371030028;2,8;65;Цинк (белый);;;6;;;;3,58;3,36;;
;;;11;4371030029;2,8;70;Без покрытия;;;;;;;3,16;3,6;;
;;;11;4371030030;2,8;70;Цинк (белый);;;6;;;;3,58;3,6;;
;;;11;4371030091;3;25;Без покрытия;;;;;;;3,13;1,63;;
;;;11;4371030092;3;25;Цинк (белый);;;6;;;;3,55;1,63;;
;;;11;4371030031;3;30;Без покрытия;;;;;;;3,13;1,9;;
;;;11;4371030032;3;30;Цинк (белый);;;6;;;;3,55;1,9;;
;;;11;4371030093;3;35;Без покрытия;;;;;;;3,13;2,23;;
;;;11;4371030094;3;35;Цинк (белый);;;6;;;;3,55;2,23;;
;;;11;4371030033;3;40;Без покрытия;;;;;;;3,13;2,45;;
;;;11;4371030034;3;40;Цинк (белый);;;6;;;;3,55;2,45;;
;;;11;4371030035;3;45;Без покрытия;;;;;;;3,13;2,73;;
;;;11;4371030036;3;45;Цинк (белый);;;6;;;;3,55;2,73;;
;;;11;4371030037;3;50;Без покрытия;;;;;;;3,13;3,01;;
;;;11;4371030038;3;50;Цинк (белый);;;6;;;;3,55;3,01;;
;;;11;4371030039;3;55;Без покрытия;;;;;;;3,13;3,28;;
;;;11;4371030040;3;55;Цинк (белый);;;6;;;;3,55;3,28;;
;;;11;4371030041;3;60;Без покрытия;;;;;;;3,13;3,56;;
;;;11;4371030042;3;60;Цинк (белый);;;6;;;;3,55;3,56;;
;;;11;4371030043;3;65;Без покрытия;;;;;;;3,13;3,84;;
;;;11;4371030044;3;65;Цинк (белый);;;6;;;;3,55;3,84;;
;;;11;4371030045;3;70;Без покрытия;;;;;;;3,13;4,12;;
;;;11;4371030046;3;70;Цинк (белый);;;6;;;;3,55;4,12;;
;;;11;4371030047;3;80;Без покрытия;;;;;;;3,13;4,67;;
;;;11;4371030048;3;80;Цинк (белый);;;6;;;;3,55;4,67;;
;;;11;4371030067;3,4;30;Без покрытия;;;;;;;3,13;2,51;;
;;;11;4371030068;3,4;30;Цинк (белый);;;6;;;;3,55;2,51;;
;;;11;4371030069;3,4;40;Без покрытия;;;;;;;3,13;3,23;;
;;;11;4371030070;3,4;40;Цинк (белый);;;6;;;;3,55;3,23;;
;;;11;4371030071;3,4;45;Без покрытия;;;;;;;3,13;3,58;;
;;;11;4371030072;3,4;45;Цинк (белый);;;6;;;;3,55;3,58;;
;;;11;4371030073;3,4;50;Без покрытия;;;;;;;3,13;3,94;;
;;;11;4371030074;3,4;50;Цинк (белый);;;6;;;;3,55;3,94;;
;;;11;4371030075;3,4;55;Без покрытия;;;;;;;3,13;4,29;;
;;;11;4371030076;3,4;55;Цинк (белый);;;6;;;;3,55;4,29;;
;;;11;4371030077;3,4;60;Без покрытия;;;;;;;3,13;4,65;;
;;;11;4371030078;3,4;60;Цинк (белый);;;6;;;;3,55;4,65;;
;;;11;4371030079;3,4;65;Без покрытия;;;;;;;3,13;5,01;;
;;;11;4371030080;3,4;65;Цинк (белый);;;6;;;;3,55;5,01;;
;;;11;4371030081;3,4;70;Без покрытия;;;;;;;3,13;5,36;;
;;;11;4371030082;3,4;70;Цинк (белый);;;6;;;;3,55;5,36;;
;;;11;4371030083;3,4;75;Без покрытия;;;;;;;3,13;5,72;;
;;;11;4371030084;3,4;75;Цинк (белый);;;6;;;;3,55;5,72;;
;;;11;4371030085;3,4;80;Без покрытия;;;;;;;3,13;6,08;;
;;;11;4371030086;3,4;80;Цинк (белый);;;6;;;;3,55;6,08;;
;;;11;4371030087;3,4;90;Без покрытия;;;;;;;3,13;6,79;;
;;;11;4371030088;3,4;90;Цинк (белый);;;6;;;;3,55;6,79;;
;;;11;4371030518;3,4;90;Горячий цинк;;;70;;;;4,90;5,363;;
;;;11;4371030049;3,5;30;Без покрытия;;;;;;;3,12;2,64;;
;;;11;4371030050;3,5;30;Цинк (белый);;;6;;;;3,54;2,64;;
;;;11;4371030051;3,5;40;Без покрытия;;;;;;;3,12;3,39;;
;;;11;4371030052;3,5;40;Цинк (белый);;;6;;;;3,54;3,39;;
;;;11;4371030053;3,5;45;Без покрытия;;;;;;;3,12;3,77;;
;;;11;4371030054;3,5;45;Цинк (белый);;;6;;;;3,54;3,77;;
;;;11;4371030055;3,5;50;Без покрытия;;;;;;;3,12;4,15;;
;;;11;4371030056;3,5;50;Цинк (белый);;;6;;;;3,54;4,15;;
;;;11;4371030623;3,5;50;Горячий цинк;;;70;;;;4,89;4,15;;
;;;11;4371030057;3,5;55;Без покрытия;;;;;;;3,12;4,53;;
;;;11;4371030058;3,5;55;Цинк (белый);;;6;;;;3,54;4,53;;
;;;11;4371030059;3,5;60;Без покрытия;;;;;;;3,12;4,9;;
;;;11;4371030566;3,5;60;Горячий цинк;;;70;;;;4,89;4,9;;
;;;11;4371030060;3,5;60;Цинк (белый);;;6;;;;3,54;4,9;;
;;;11;4371030061;3,5;65;Без покрытия;;;;;;;3,12;5,28;;
;;;11;4371030062;3,5;65;Цинк (белый);;;6;;;;3,54;5,28;;
;;;11;4371030063;3,5;70;Без покрытия;;;;;;;3,12;5,66;;
;;;11;4371030064;3,5;70;Цинк (белый);;;6;;;;3,54;5,66;;
;;;11;4371030567;3,5;70;Горячий цинк;;;70;;;;4,87;5,66;;
;;;11;4371030065;3,5;80;Без покрытия;;;;;;;3,12;6,41;;
;;;11;4371030066;3,5;80;Цинк (белый);;;6;;;;3,54;6,41;;
;;;11;4371030403;3,5;80;Горячий цинк;;;70;;;;4,87;4,964;;
;;;11;4371030089;3,5;90;Без покрытия;;;;;;;3,12;7,06;;
;;;11;4371030090;3,5;90;Цинк (белый);;;6;;;;3,54;7,06;;
;;;;;;;;;;;;;;;;;
;;Гвозди винтовые машинные (ч.7811-7115);12;4371030124;2,5;40;Без покрытия;;;;;;;3,16;1,75;;
;;;12;4371030125;2,5;40;Цинк (белый);;;6;;;;3,58;1,75;;
;;;12;4371030128;2,5;50;Без покрытия;;;;;;;3,16;2,13;;
;;;12;4371030129;2,5;50;Цинк (белый);;;6;;;;3,58;2,13;;
;;;12;4371030132;2,5;60;Без покрытия;;;;;;;3,16;2,52;;
;;;12;4371030133;2,5;60;Цинк (белый);;;6;;;;3,58;2,52;;
;;;12;4371030137;2,8;40;Цинк (белый);;;6;;;;3,58;2,22;;
;;;12;4371030140;2,8;50;Без покрытия;;;;;;;3,16;2,7;;
;;;12;4371030141;2,8;50;Цинк (белый);;;6;;;;3,58;2,7;;
;;;12;4371030144;2,8;60;Без покрытия;;;;;;;3,16;3,19;;
;;;12;4371030145;2,8;60;Цинк (белый);;;6;;;;3,58;3,19;;
;;;12;4371030148;2,8;70;Без покрытия;;;;;;;3,16;3,67;;
;;;12;4371030149;2,8;70;Цинк (белый);;;6;;;;3,58;3,67;;
;;;12;4371030152;2,8;80;Без покрытия;;;;;;;3,16;4,15;;
;;;12;4371030153;2,8;80;Цинк (белый);;;6;;;;3,58;4,15;;
;;;12;4371030157;3,1;30;Цинк (белый);;;6;;;;3,55;2,05;;
;;;12;4371030158;3,1;40;Без покрытия;;;;;;;3,13;2,64;;
;;;12;4371030159;3,1;40;Цинк (белый);;;6;;;;3,55;2,64;;
;;;12;4371030162;3,1;50;Без покрытия;;;;;;;3,13;3,23;;
;;;12;4371030163;3,1;50;Цинк (белый);;;6;;;;3,55;3,23;;
;;;12;4371030164;3,1;55;Без покрытия;;;;;;;3,13;3,53;;
;;;12;4371030166;3,1;60;Без покрытия;;;;;;;3,13;3,82;;
;;;12;4371030167;3,1;60;Цинк (белый);;;6;;;;3,55;3,82;;
;;;12;4371030170;3,1;70;Без покрытия;;;;;;;3,13;4,42;;
;;;12;4371030171;3,1;70;Цинк (белый);;;6;;;;3,55;4,42;;
;;;12;4371030173;3,1;75;Цинк (белый);;;6;;;;3,55;4,71;;
;;;12;4371030172;3,1;75;Без покрытия;;;;;;;3,13;4,71;;
;;;12;4371030174;3,1;80;Без покрытия;;;;;;;3,13;5,01;;
;;;12;4371030175;3,1;80;Цинк (белый);;;6;;;;3,55;5,01;;
;;;12;4371030176;3,1;90;Без покрытия;;;;;;;3,13;5,31;;
;;;12;4371030177;3,1;90;Цинк (белый);;;6;;;;3,55;5,31;;
;;;12;4371030188;3,4;60;Без покрытия;;;;;;;3,13;4,72;;
;;;12;4371030189;3,4;60;Цинк (белый);;;6;;;;3,55;4,72;;
;;;12;4371030192;3,4;70;Без покрытия;;;;;;;3,13;5,43;;
;;;12;4371030193;3,4;70;Цинк (белый);;;6;;;;3,55;5,43;;
;;;12;4371030194;3,4;75;Без покрытия;;;;;;;3,13;5,79;;
;;;12;4371030196;3,4;80;Без покрытия;;;;;;;3,13;6,14;;
;;;12;4371030197;3,4;80;Цинк (белый);;;6;;;;3,55;6,14;;
;;;12;4371030198;3,4;90;Без покрытия;;;;;;;3,13;6,85;;
;;;12;4371030199;3,4;90;Цинк (белый);;;6;;;;3,55;6,85;;
